0.0082885 0.149807
2.00772 0.149343
4.00718 0.14795
6.00671 0.146023
8.00632 0.143634
10.006 0.140832
12.0057 0.137487
14.0054 0.133478
16.0051 0.128825
18.0049 0.123574
20.0047 0.117866
22.0044 0.111772
24.0042 0.105334
26.004 0.0984201
28.0039 0.0908624
30.0037 0.0825655
32.0035 0.0734092
34.0034 0.0632619
36.0032 0.0521231
38.003 0.0401041
40.0028 0.0273085
42.0027 0.0137679
44.0025 -0.000570479
46.0024 -0.0159748
48.0023 -0.0328659
50.0023 -0.0514612
52.0023 -0.0714479
54.0023 -0.0918435
56.0022 -0.111886
58.0022 -0.132066
60.0022 -0.153462
62.0022 -0.176844
64.0022 -0.202398
66.0022 -0.229833
68.0022 -0.25866
70.0022 -0.288554
72.0022 -0.319537
74.0022 -0.351807
76.0022 -0.385625
78.0021 -0.421129
80.0021 -0.458296
82.0021 -0.496966
84.0021 -0.53697
86.0021 -0.57818
88.002 -0.620521
90.002 -0.663977
92.002 -0.708547
94.002 -0.754228
96.0021 -0.800963
98.0021 -0.848635
100.002 -0.89716
102.002 -0.946466
104.002 -0.996499
106.002 -1.0472
108.002 -1.09843
110.002 -1.14991
112.002 -1.20089
114.002 -1.24964
116.002 -1.29313
118.002 -1.32596
120.002 -1.33868
122.002 -1.31699
124.001 -1.24321
126.001 -1.10186
128.001 -0.889024
130.001 -0.621177
132.001 -0.335181
134 -0.0767621
136 0.124323
138 0.2764
140 0.401252
142 0.514003
144 0.616635
146 0.69516
148 0.74201
150 0.763392
152 0.774409
154 0.798036
156 0.855327
158 0.954611
160 1.09079
162 1.25218
164 1.42832
166 1.61122
168 1.79583
170 1.97617
172 2.14432
174 2.29379
176 2.42279
178 2.53482
180 2.635
182 2.72819
184 2.81713
186 2.90358
188 2.98982
190 3.07913
192 3.175
194 3.27811
196 3.38359
198 3.48405
200 3.57292
202 3.64571
204 3.69506
206 3.70459
208 3.65012
210 3.51217
212 3.28791
214 2.99489
216 2.65692
218 2.31324
220 2.02055
222 1.82712
224 1.73195
226 1.67165
228 1.54588
230 1.28878
232 0.913723
234 0.484648
236 0.117297
238 -0.103185
240 -0.161154
242 -0.162163
244 -0.150293
246 -0.135082
248 -0.117453
250 -0.0967619
252 -0.0733894
254 -0.0477325
256 -0.0207909
258 0.00625351
260 0.0327343
262 0.0583625
264 0.0829435
266 0.106501
268 0.129153
270 0.151001
272 0.172096
274 0.192443
276 0.211994
278 0.230701
280 0.248531
282 0.265467
284 0.281525
286 0.296717
288 0.311058
290 0.324568
292 0.337267
294 0.349178
296 0.360339
298 0.370796
300 0.380567
302 0.389663
304 0.398101
306 0.405921
308 0.413178
310 0.419926
312 0.426211
314 0.432056
316 0.437455
318 0.442415
320 0.446983
322 0.451184
324 0.455059
326 0.458685
328 0.462098
330 0.465309
332 0.46833
334 0.471172
336 0.473853
338 0.476392
340 0.478807
342 0.481113
344 0.483316
346 0.485421
348 0.487439
350 0.489375
352 0.491233
354 0.493013
356 0.494718
358 0.496352
360 0.497919
362 0.499423
364 0.500865
366 0.502237
368 0.50353
370 0.504748
372 0.505896
374 0.506971
376 0.507963
378 0.508866
380 0.509689
382 0.510443
384 0.511125
386 0.511738
388 0.512292
390 0.512768
392 0.513128
394 0.513374
396 0.513535
398 0.513635
400 0.513679
